,reviewContent,rating,clean_teks
12276,barang sudah diterima packing bagus dan rapi pas dites buat mutar video cuma sampai 10 menit terus gk mutar lagi kualitas barang sangat jelek,1,barang sudah terima packing bagus dan rapi pas tes buat mutar video cuma sampai menit terus gk mutar lagi kualitas barang sangat jelek
12282,barang tidak sesuai pesanan,1,barang tidak sesuai pesan
12283,JANGAN DI BeLI,1,jangan di beli
12307,Lama pengiriman nya.pesen 31 des s.d hari ini blm saya terima,2,lama kirim nyapesen des sd hari ini blm saya terima
12321,"PESANAN GA SESUAI BARANG,MESAN SONY 8GB KENPA YG DIKIRIM TOSHIBA 8GB.. SANGAT KECEWA,CUMA MAU UNTUNGNTYA DOANG NIH YG DAGANG",1,pesan ga sesuai barangmesan sony gb kenpa yg kirim toshiba gb sangat kecewacuma mau untungntya doang nih yg dagang
12322,Sangat kecewa gak sesuai gambar,1,sangat kecewa gak sesuai gambar
12328,"Flasdisk zonk semoga tidak berkah, aq tdk ikhlas dunia akhirat. Tuk power bank bisala",1,flasdisk zonk moga tidak berkah aq tdk ikhlas dunia akhirat tuk power bank bisala
12336,di isi mp3 sehari bisa besok minta di format lagi. sesuai harga,1,di isi mp hari bisa besok minta di format lagi sesuai harga
12440,"2X saya memesan barang. dari seller ini, dan 2X dibatalkan. pertama saya pesan hnya dari seller ini. kemudian setelah dibayar malah dibatalkan. sy pikir kesalahan sistem. lalu saat saya pesan yang ke-2 kali, saya kombinasi dengan seller ini dan seller lainnya. alhasil ternyata hanya pesanan dari seller ini yang terbatalkan. ternyata masalahnya emang ada di seller ini. belanja online itu paling ribet kalau refund",1,x saya mes barang dari seller ini dan x batal pertama saya pesan hnya dari seller ini kemudian telah bayar malah batal sy pikir salah sistem lalu saat saya pesan yang ke kali saya kombinasi dengan seller ini dan seller lain alhasil nyata hanya pesan dari seller ini yang batal nyata masalah emang ada di seller ini belanja online itu paling ribet kalau refund
12492,Dari sekian bnyak barang yang saya beli di lazada... cuman di toko ini yang paling parah..... pengiriman lebih dari estimasi. Barang yang di kirim pun cacat.. bener bener cacat..,1,dari sekian bnyak barang yang saya beli di lazada cuman di toko ini yang paling parah kirim lebih dari estimasi barang yang di kirim pun cacat bener bener cacat
12493,w ga nyaranin kalian tuk bli barang ini. cukup w jah yg kecewa,1,w ga nyaranin kalian tuk bli barang ini cukup w jah yg kecewa
12500,baguusss,1,baguusss
12509,Sudah 2 hari pemesanan kenapa statusny masih di proses ya?,2,sudah hari mesan kenapa statusny masih di proses ya
12516,"Payahhh,gak sesuai gambar,pesan flaskdisk merek toshiba yang datang merek hp....kecewa bgt",1,payahhhgak sesuai gambarpesan flaskdisk merek toshiba yang datang merek hpkecewa bgt
12518,Kecewa,1,kecewa
12528,Gak usah beli,1,gak usah beli
12534,layar nya ada goresan...ngak tau dari mana terus harus tukar k mana..,2,layar nya ada goresanngak tau dari mana terus harus tukar k mana
12693,Pb Slim nya merek APA Klo Boleh tau dan brp MAHH nya gan,2,pb slim nya merek apa klo boleh tau dan brp mahh nya gan
12727,"Tersedia dan ready Barang dgn kualitas bagus dengan harga Terjangkau..  Ayoo!!  Segea Diorder,  Pengiriman cepat dan tidak perlu ribet.  #Terimakasih..",1,sedia dan ready barang dgn kualitas bagus dengan harga jangkau ayoo segea order kirim cepat dan tidak perlu ribet terimakasih
12750,Pesanan saya #3688151466 ga dikirim kirim padahal statusnya diproses uda lama. Barang lain dr toko lain dengan no pesanan sama uda smpe 3 hari. Gmana cara batalin pemesanan saya?,2,pesan saya ga kirim kirim padahal status proses uda lama barang lain dr toko lain dengan no pesan sama uda smpe hari gmana cara batalin mesan saya
12751,Quality hdd sangat jelek tidak berfungsi selayaknya sangat mengecewakan hdd yg di jual  bad sector,1,quality hdd sangat jelek tidak fungsi layak sangat kecewa hdd yg di jual bad sector
12754,"bonusnya bagus,  hardcase. yg mengecewakan harddisk nya ternyata bekas pakai dr axioo thn 2014. dipakai dua kali sdh gak kebaca..",2,bonus bagus hardcase yg kecewa harddisk nya nyata bekas pakai dr axioo thn pakai dua kali sdh gak baca
12756,hard disk tidak berfungsi mohon direfund,1,hard disk tidak fungsi mohon direfund
12757,"HD  tidak bagus  baru  di  pakai  I/Q    error. nggak  bisa  di baca,",1,hd tidak bagus baru di pakai iq error nggak bisa di baca
12769,"Barang sampai, kapasitas tidak sesuai pesanan, detail barang harusnya lengkap!!",1,barang sampai kapasitas tidak sesuai pesan detail barang harus lengkap
12772,barang tidak sesuai item dan sangat mengecewakan...walo kebaca cuma satu data video yg bisa diputar.selebihnya gak bisa,1,barang tidak sesuai item dan sangat mengecewakanwalo baca cuma satu data video yg bisa diputarselebihnya gak bisa
12773,jelek ga kebaca,1,jelek ga baca
12784,beli warna biru yang di kirim warna hitam..,1,beli warna biru yang di kirim warna hitam
12786,Kabel tidak ada,1,kabel tidak ada
12795,"File yg dipindahin k flasdisk hilang sendiri,, g kepakai, rugi jadinya",1,file yg dipindahin k flasdisk hilang sendiri g pakai rugi jadi
12797,Kapasitas cuma 1 giga tidak sesuai dengan gambar yang 16 giga,1,kapasitas cuma giga tidak sesuai dengan gambar yang giga
12801,"flasdisk rusak/error, klo barang rudak tolong jgn di jual",1,flasdisk rusakerror klo barang rudak tolong jgn di jual
12804,"jelek banget, bener2 kecewa. fd nya corrupt. gabisa mindahin file. baru kali ini kecewa beli dilazada.",1,jelek banget bener kecewa fd nya corrupt gabisa mindahin file baru kali ini kecewa beli dilazada
12805,flashdisk nya tidak kebaca di laptop mo pindahin file jadi ga bisa😑,2,flashdisk nya tidak baca di laptop mo pindahin file jadi ga bisa
12812,barang mulus... cepat sampai. tp jgn d beli kalo ga mau nyesel,1,barang mulus cepat sampai tp jgn d beli kalo ga mau nyesel
12815,bisa sih recognized tapi file yg dimasukin corrupt mulu apa kali maksudnya!! >:( buang-buang duit aja,1,bisa sih recognized tapi file yg dimasukin corrupt mulu apa kali maksud buangbuang duit aja
12817,Sampenya lamretaaa,2,sampenya lamretaaa
12818,"masa flashdisknya error, gimana dong. tuker bisa gaa? aku kecewa banget 😢",1,masa flashdisknya error gimana dong tuker bisa gaa aku kecewa banget
12819,psenan sangat jelek.. ga bnyk komen kcewa..,1,psenan sangat jelek ga bnyk komen kcewa
12820,tidak berfungsi sama sekali,1,tidak fungsi sama sekali
12821,flashdisknya rusak,1,flashdisknya rusak
12822,flash diak rusak kecewa saya,1,flash diak rusak kecewa saya
12823,Barang lebih mirip tempat sampah!,1,barang lebih mirip tempat sampah
12833,mudahmudahan awet,2,mudahmudahan awet
12841,barang corup,1,barang corup
13056,"mini peluit trendy, usb 4 GB sudah saya terima sesuai pesanan, terima kasih.",1,mini peluit trendy usb gb sudah saya terima sesuai pesan terima kasih
13073,"mohon dibantu,saya panik setelah pakai 5 hari,muncul layar recovery tool. tapi sy gak punya cd driver. masalahnya ada data 5 GB didalam belum di back up. SOS minta bantuan seller Kotakom.",1,mohon dibantusaya panik telah pakai harimuncul layar recovery tool tapi sy gak punya cd driver masalah ada data gb dalam belum di back up sos minta bantu seller kotakom
13081,bila bonus sudah datang akan saya tambah bintangnya. tapi jika dalam satu minggu tidak datang2x saya kurangi bintangnya.,2,bila bonus sudah datang akan saya tambah bintang tapi jika dalam satu minggu tidak datangx saya kurang bintang
13094,kenpa kalo di coba buat ngetik eror misalnya kalo tekan L langsung keluar,2,kenpa kalo di coba buat ngetik eror misal kalo tekan l langsung keluar
13151,"Not real picture, tulisannya (Usb 3.0) yang dateng 2.0",2,not real picture tulis usb yang dateng
13183,kok ga bisa baca filenya? padahal baru 1 bulan😴,1,kok ga bisa baca filenya padahal baru bulan
13187,lama koneknya,1,lama koneknya
13191,Ternyata ini cuma case nya ajah..,1,nyata ini cuma case nya ajah
13229,"Priduk cacat, mau dipake malah bikin listrik turun.",1,priduk cacat mau dipake malah bikin listrik turun
13233,Barang tidak connect ke hardisk saya cuman Led nya saja yg nyalah,2,barang tidak connect ke hardisk saya cuman led nya saja yg nyalah
13280,pesanan sudah di terima  tp merk & gambar tidak sesuai mohon penjelasan,1,pesan sudah di terima tp merk gambar tidak sesuai mohon jelas
13282,"pesen 2 unit, 1 ok tp yg 1 retak bagian kiri bawah..mau d retur lama lagi dtg nya",1,sen unit ok tp yg retak bagi kiri bawahmau d retur lama lagi dtg nya
13287,"harga mahal barang tidak berfungsi biruk sekali,its so bad not recomended.",1,harga mahal barang tidak fungsi biruk sekaliits so bad not recomended
13289,silahkan simpulin sendiri nih..kok label toshiba nya agak buram terus dalam flash disk nya aada bekas bercak tanah..flash disk tidak berfungsi dengan baik dalam hal penyimpanan file,1,silah simpulin sendiri nihkok label toshiba nya agak buram terus dalam flash disk nya aada bekas bercak tanahflash disk tidak fungsi dengan baik dalam hal simpan file
13290,setelah barang sampai dan dicheck ternyata ..flashdisk tidak bekerja minta di format..teapi selalu gagal ditengah proses. Capcity juga tidak sesuai dengan label. lebih kecil. dilabel tertulis 16GB tp kenyataannya di ckeck di computer cuma 8GB itupun tidak bisa dipakai...,1,telah barang sampai dan dicheck nyata flashdisk tidak kerja minta di formatteapi selalu gagal tengah proses capcity juga tidak sesuai dengan label lebih kecil label tulis gb tp nyata di ckeck di computer cuma gb itu tidak bisa pakai
13291,kecewa flashdisc gk bisa dipakai..blm apa2 sdh minta diformat dan kapasitas memory cuma 8.00 mb..gan sebelum dikirim pastikan dulu barangny bgs bisa dipakai,1,kecewa flashdisc gk bisa dipakaiblm apa sdh minta format dan kapasitas memory cuma mbgan belum kirim pasti dulu barangny bgs bisa pakai
13292,"Entah bagaimana yg saya dapat ini sepertinya body flashdisk agak renggang sehingga saya perlu merekatkan dengan alteco , setelah itu oke tapi jadi agak jelek karena alteco .",2,entah bagaimana yg saya dapat ini seperti body flashdisk agak renggang sehingga saya perlu rekat dengan alteco telah itu oke tapi jadi agak jelek karena alteco
13293,"PRODUK TIDAK BISA DI PAKAI, REKAM DATA TIDAK BISA MASUK, PARAH",1,produk tidak bisa di pakai rekam data tidak bisa masuk parah
13308,"KECEWA! sebelum pesan sudah saya tanya dulu kepada seller ini untuk make sure apakah benar beli flashdisk akan dapat kabel otg dan powerbank! KATANYA IYA! TAPI NYATANYA! ketika barang datang yang ada hanya flashdisk dan kabel otg! POWERBANKNYA TIDAK ADA! Setelah itu saya follow up menanyakan powerbanknya ,katanya akan dikirim dan selang berapa hari kemudian bilang powerbanknya sudah dikirim! TAPI SUDAH SEMINGGU LEBIH SAYA TUNGGU NAMUN POWERBANKNYA BELUM DATANG JUGA! PADAHAL POSISI PENJUAL DI JAKARTA JUGA ,MASA KIRIM DALAM KOTA SEMINGGU LEBIH??? saya chat seller ini namun hanya di baca saja sudah gitu responnya lama... NOT RECOMMENDED! KECEWA TAPI SUDAH SAYA IKHLASKAN SAJA.. TERIMA KASIH",1,kecewa belum pesan sudah saya tanya dulu kepada seller ini untuk make sure apakah benar beli flashdisk akan dapat kabel otg dan powerbank kata iya tapi nyata ketika barang datang yang ada hanya flashdisk dan kabel otg powerbanknya tidak ada telah itu saya follow up tanya powerbanknya kata akan kirim dan selang berapa hari kemudian bilang powerbanknya sudah kirim tapi sudah minggu lebih saya tunggu namun powerbanknya belum datang juga padahal posisi jual di jakarta juga masa kirim dalam kota minggu lebih saya chat seller ini namun hanya di baca saja sudah gitu responnya lama not recommended kecewa tapi sudah saya ikhlas saja terima kasih
13317,"ini yg kasih komentar sama yg kasih bintang lima temen2nya yg punya toko kali ya , atau orang2 yg beruntung , saya sangat kecewa barang kaga bisa dipake sama sekali ......semoga berkah mas / mba jualan nya ya , aamiin",1,ini yg kasih komentar sama yg kasih bintang lima temennya yg punya toko kali ya atau orang yg untung saya sangat kecewa barang kaga bisa dipake sama sekali moga berkah mas mba jual nya ya aamiin
13318,Sumpah ya baru dtg barangnya gasabar pengen dipake. Barang udh dipake filenya gabisa dibuka semua. Kecewa,1,sumpah ya baru dtg barang gasabar ken dipake barang udh dipake filenya gabisa buka semua kecewa
13320,flasdisk tidak terbaca..sangat kecewa,1,flasdisk tidak terbacasangat kecewa
13321,produk jelek ga bisa d pake,1,produk jelek ga bisa d pake
13330,"payah nih,di keterangan kecwpatan 3.2 ternyata enggak, kecewa deh",2,payah nihdi terang kecwpatan nyata enggak kecewa deh
13331,Baru d buka trus d coba d kirimin poto udah g bisa buat liat gambar e yg d kirim...,1,baru d buka trus d coba d kirimin poto udah g bisa buat liat gambar e yg d kirim
13332,ga bisa dipake....,1,ga bisa dipake
13333,"Lama , ga di respon sama penjualnya  Flashdisk rusak  Harap diperbaiki lagi kedepannya, terimakasih",1,lama ga di respon sama jual flashdisk rusak harap baik lagi depan terimakasih
13334,Barang jelek banget file video gk bisa kebaca klo dimasukin flasdisknya..  bangkeee,1,barang jelek banget file video gk bisa baca klo dimasukin flasdisknya bangkeee
13346,kW,1,kw
13436,"Barang baru dateng tp udh ga bisa dipake, ga mau baca ke laptop pdhal hardisknya bisa kerja",1,barang baru dateng tp udh ga bisa dipake ga mau baca ke laptop pdhal hardisknya bisa kerja
13775,Data dapat disimpan dengan cepat. Tapi setelan saya buka kembali data saya hilang semua. Saya kecewa,2,data dapat simpan dengan cepat tapi setel saya buka kembali data saya hilang semua saya kecewa
13777,"barang bagus dengan harga yang murah. cuma untuk ketangguhan ( bisa pulih seandainya kena ""write protect) belum diuji.  #update 11 Juni 2019 Sayang sekali, lagi lagi flashdisk ini bernasib sama dengan flashdisk Adata yang lain, tidak bisa diformat dengan flashdisk format tool adata. *ijin nanya, garansi seumur hidup pada produk fd ini mencakup apa saja ?",1,barang bagus dengan harga yang murah cuma untuk tangguh bisa pulih anda kena write protect belum uji update juni sayang sekali lagi lagi flashdisk ini nasib sama dengan flashdisk adata yang lain tidak bisa format dengan flashdisk format tool adata ijin nanya garansi umur hidup pada produk fd ini cakup apa saja
13912,barang sudah diterima blom dicoba pas dibuka bkan tipe C..saya mao retur gmn cara untuk ketipe C bisa apa tidak?? kalo tidak bisa saya mau dibalikin ajj,2,barang sudah terima blom coba pas buka bkan tipe csaya mao retur gmn cara untuk tipe c bisa apa tidak kalo tidak bisa saya mau dibalikin ajj
13923,"barang beda,cepet panas",2,barang bedacepet panas
13968,"Deskripsinya toshiba canvio basic,, namun yang datang toshiba canvio ready jadi berbeda type,, agak kecewa",1,deskripsi toshiba canvio basic namun yang datang toshiba canvio ready jadi beda type agak kecewa
13978,order dari tgl 18 agustus tpi di kirim tgl 30 agustus.. cocok di rasa... chating ke CS malah gak pham ini itu lah amsiong x ahhh,1,order dari tgl agustus tpi di kirim tgl agustus cocok di rasa chating ke cs malah gak pham ini itu lah amsiong x ahhh
14023,"di telp pihak pengirim katanya barang lecet2,y sy tolak daripada tdk terpakai buat apa dibeli juga.masih untung cod coba kalau transfer bisa pusing cara memintanya",1,di telp pihak kirim kata barang lecety sy tolak daripada tdk pakai buat apa beli jugamasih untung cod coba kalau transfer bisa pusing cara minta
